N,Advertiser,Product,Artist,Song,Year,Title,Link,RawInfo
116,Target,,The Meters,Hand Clapping Song,2018,Target Commercial – Wild Fable,https://www.tvadvertmusic.com/2018/10/target-commercial-wild-fable/,"Titled New Brands, New Friends, this latest Target ad shows a group of men and women DJing, skating, playing hopscotch, dancing and spraying a pink smiley face on the road. Although you’d have a tough time realizing from just watching the video, this ad is actually designed to promote Target’s latest clothing brand, Wild Fable.Advert Music: Hand Clapping Song. Artists: The Meters.Preview or download at iTunes, Amazon.The soundtrack to this 2018 Target Wild Fable commercial is the Hand Clapping Song, which was released in 1970 by American funk band The Meters.Target New Brands, New Friends: Introducing Wild Fable YouTube video release date: October 24, 2018."
117,League of Legends,,Kensuke Ushio,Judgement,2018,League of Legends Commercial – Gordon Hayward,https://www.tvadvertmusic.com/2018/10/video-league-legends-song/,"This animated 2018 League of Legends commercial stars Boston Celtics small forward Gordon Hayward, who just made his return after injuring his leg. This Never Surrender film shows the NBA star mixing his time between training hard in the gym and playing League of Legends on the computer, before finally returning to the basketball court.Advert Music: Judgement. Artist: Kensuke Ushio.Preview or download at iTunes, Amazon.This League of Legends commercial song is a piece of music titled Judgement, which was composed by Kensuke Ushio. The song is taken from the DEVILMAN crybaby Original Soundtrack.League of Legends Tryndamere, Gordon Hayward: Never Surrender YouTube video release date: October 15, 2018."
118,Bose Noise Cancelling Headphones,,Jason Chung,Aquarium,2018,Bose Noise Cancelling Headphones Commercial,https://www.tvadvertmusic.com/2018/10/video-bose-noise-song/,"Bose promote their QuietComfort 35 II Noise Cancelling Headphones in this latest TV commercial. Following on from their recent Bus Ride ad spot, this new Focus. On. Café video shows a different actress this time using the wireless headphones to block out noise while she draws on her tablet in a coffee shop.Advert Music: Aquarium. Artist: Jason Chung.Preview or download at iTunes, Amazon.This relaxing 2018 Bose commercial song, that the lady in the ad is listening to, is a piece of music called Aquarium. This track was released for download in 2006 by Los Angeles-based producer Nosaj Thing, whose real name is Jason Chung. Aquarium also features on the artists’ Views/Octopus EP.Bose Noise Cancelling Headphones, optimized for Amazon Alexa and Google Assistant YouTube video release date: October 12, 2018."
119,LG V40 ThinQ,,Hot Chocolate,You Sexy Thing,2018,LG V40 ThinQ Commercial – Zombies,https://www.tvadvertmusic.com/2018/10/video-lg-v40-song/,"Released in time for Halloween, this brand-new 2018 What’s It Gonna Take? TV commercial for the 5-Camera LG V40 ThinQ shows a zombie using the smartphone to take photos and selfies, which even leads to a little romance. The V40 phone features telephoto zoom, Triple Shot, and super wide-angle portrait mode.Advert Music: You Sexy Thing. Artists: Hot Chocolate.Preview or download at iTunes, Amazon.This LG V40 commercial song is the funk and disco track You Sexy Thing, which was released in 1975 by British soul band Hot Chocolate. With the groups lead singer Errol Brown on vocals, the song reached number 3 on the US Billboard Hot 100.LG USA Mobile The 5-Camera Phone – Zombies YouTube video release date: October 19, 2018."
120,Ford Trucks,,Jerry Reed,East Bound and Down,2018,Ford Trucks Commercial Song – Built Tough,https://www.tvadvertmusic.com/2018/10/video-ford-trucks-song/,"This new 2018 TV commercial tells viewers that Ford’s trucks are ‘Built Ford Proud, Built Ford Tough’. The ad spot shows a collection of Ford pick-ups past and present, towing trailers containing such items as a speedboat, a Big Boy restaurant statue, an Airstream caravan and much more. The video finishes with the voiceover saying “Whatever party you’ve got going in the back, we got the business upfront”.Advert Music: East Bound and Down. Artist: Jerry Reed.Preview or download at iTunes, Amazon.This 2018 Ford Trucks commercial song is the 1977 tune East Bound and Down, which some search engines insist is called Eastbound and Down, by country music singer Jerry Reed. This song was originally recorded for the Smokey and the Bandit movie soundtrack.Ford Motor Company YouTube video release date: October 19, 2018."
121,Coach New York – Platinum Fragrance,,Doppio,It’s Alright,2018,Coach New York – Platinum Fragrance Commercial,https://www.tvadvertmusic.com/2018/10/video-coach-platinum-song/,"American luxury accessories brand Coach New York promote their new fragrance for men, Platinum, in this short commercial.Advert Music: It’s Alright. Artists: Doppio.Preview or download at iTunes, Amazon.This 2018 Coach Platinum commercial song is a tune called It’s Alright, which was released for download in 2012 by Doppio, who are a musical duo consisting of Tim and Brittany Cretalla.Coach Introducing Coach Platinum –  The Men’s Fragrance Collection YouTube ad video release date: October 18, 2018."
122,,,Whodini,Freaks Come Out At Night,2018,Walmart Halloween – Haunted House Party,https://www.tvadvertmusic.com/2018/10/video-walmart-halloween/,"This new 2018 ad sees Walmart stage a haunted house party to showcase this year’s selection of costumes, décor and treats. The TV ad spot closes with the slogan ‘Make Your Halloween Extra Freaky’.Advert Music: Freaks Come Out At Night. Artists: Whodini.Preview or download at iTunes, Amazon.For their 2018 Halloween commercial soundtrack, Walmart has chosen the ideally-titled Freaks Come Out At Night. This track was released as a single in 1984 by New York hip-hop trio Whodini and is also included on the artists’ second studio album Escape. The Brooklyn-based groups’ line-up consisted of lead vocalist Jalil Hutchins, co-vocalist John “Ecstasy” Fletcher and DJ Drew “Grandmaster Dee” Carter.Walmart Haunted House Party – Save Money. Live Better YouTube video release date: October 16, 2018."
123,Beats by Dre,,2Pac (ft. Dr. Dre & Roger Troutman),California Love,2018,Beats by Dre Commercial – LeBron James,https://www.tvadvertmusic.com/2018/10/video-beats-dre-song/,"LA Lakers basketball player LeBron James appears in this new Show Time TV commercial for Beats by Dre, which shows the NBA star preparing for and walking out for the nights big game.Advert Music: California Love. Artists: 2Pac (ft. Dr. Dre & Roger Troutman).Preview or download at iTunes, Amazon.This LeBron James 2018 Beats by Dre commercial song is the track California Love, which was released in 1995 by hip hop artists 2Pac, Dr. Dre and Roger Troutman. The single was a number 1 hit on the US Billboard Hot 100.Beats by Dre The Game Will Never Sound The Same YouTube video release date: October 18, 2018."
124,Nespresso,,Peter Gabriel,Solsbury Hill,2018,Nespresso Commercial Song – George Clooney & Natalie Dormer,https://www.tvadvertmusic.com/2018/10/video-nespresso-quest-song/,"This brand-new Nespresso commercial is one of the best ads I’ve seen in a while, combining a big-name cast, humor and a great soundtrack.<U+FEFF>The video shows knight in shining armor George Clooney appearing in front of the queen, played by Game of Thrones actress Natalie Dormer, to announce he’s slain the dragon. But instead of taking his reward for saving the kingdom, George instead climbs through the screen on a quest for a cup of Nespresso coffee. Then after returning from the cafe with just one coffee, all the kingdoms members take to the bus to get themselves a Nespresso.Advert Music: Solsbury Hill. Artist: Peter Gabriel.Preview or download at iTunes, Amazon.This 2018 to 2019 Nespresso commercial song, that begins playing after George heads out on to the street, is called Solsbury Hill and was released in 1977 by British musician, singer and former Genesis band member, Peter Gabriel. This track was the artists debut single and has since been covered separately by the group Erasure and singer Lou Reed. Solsbury Hill itself is an actual flat-topped hill located in Somerset that was once home to an Iron Age fort. Gabriel wrote the song after having a spiritual experience while visiting the site. The single peaked at number 13 on the UK charts and made it to number 68 on the US Billboard Hot 100.Nespresso The Quest – Vertuo – What Else? YouTube advert video release date: 16 October, 2018."
125,,,Hardwell & Steve Aoki (feat. Kris Kiss),Anthem,2018,Diesel ON Smartwatch – Steve Aoki,https://www.tvadvertmusic.com/2018/10/diesel-on-smartwatch-commercial-song/,"When I first saw this ad for a touchscreen smartwatch by fragrance and fashion company Diesel, I thought, is this a wind-up? But no, it turns out it’s actually battery powered. But yes, the Diesel ON Full Guard does indeed see the Italian clothing brand taking on the likes of tech giants Apple and Samsung with their 2.5-inch touchscreen device, which includes such features as a heart rate monitor, real-time smartphone notifications and iridescent crystal visual effects.Music: Anthem. Artists: Hardwell & Steve Aoki (feat. Kris Kiss).Preview or download at iTunes, Amazon.This Diesel ON watch commercial tune is a dance track called Anthem that was released for download in April, 2018. The fast-paced piece of music was recorded by Dutch DJ, producer and remixer Hardwell, along with electro house musician, producer and DJ Steve Aoki, who’s the guy starring in the ad video. Anthem also features UK singer and rapper, Kris Kiss.Diesel X Steve Aoki – Diesel ON Touchscreen Smartwatch YouTube video release date: October 16, 2018."
126,Cadillac XT4,,"Jessie J, Ariana Grande & Nicki Minaj",Bang Bang,2019,2019 Cadillac XT4 Commercial – Driving is Joyful,https://www.tvadvertmusic.com/2018/10/video-cadillac-xt4-song/,"This TV ad spot introduces viewers to the new 2019 Cadillac XT4 by showing a group of ladies driving the crossover SUV through a city, while others skate down the sidewalk.Advert Music: Bang Bang. Artists: Jessie J, Ariana Grande & Nicki Minaj.Preview or download at iTunes, Amazon.This Cadillac XT4 commercial song is a track from 2014 called Bang Bang, which is performed by US singer Ariana Grande, UK singer Jessie J and US rapper Nicki Minaj. This single provided the trio with a global hit, including a number 3 placing on the Billboard Hot 100 and a number 1 in Britain.Cadillac Unmistakable 2019 XT4 Joy YouTube video release date: October 15, 2018."
127,GENESIS G80,,Andra Day,Amen,2018,GENESIS G80 Commercial Song – AMEN,https://www.tvadvertmusic.com/2018/10/video-genesis-g80-amen/,"Luxury car brand Genesis showcase the G80 in this classy black and white AMEN TV ad, which tells viewers that ‘Inspiration is everywhere. . . When what you drive is inspiring’. The video shows the car being driven past a variety of street musicians, performers and even a choir.Advert Music: Amen. Artist: Andra Day.Preview or download at iTunes, Amazon.Featuring some pretty incredible vocals, this 2018 Genesis G80 commercial song was recorded by Californian R&B and soul singer-songwriter Andra Day. The track is titled Amen and has just been released for download as a complete single on October 9, 2018.Genesis Worldwide G80 YouTube ad video upload date: August, 2018."
128,MTN DEW ICE,,Cardi B (feat. Migos),Drip,2018,MTN DEW ICE Commercial Song,https://www.tvadvertmusic.com/2018/10/video-mtn-dew-ice/,"This new Mountain Dew HOOPS ad spot for their MTN DEW ICE lemon and lime drink shows a basketball freezing over and shattering into pieces. The brand have also released a BEATS version of the video, which shows a speaker suffering the same cold fate.Advert Music: Drip. Artists: Cardi B (feat. Migos).Preview or download at iTunes, Amazon.Titled Drip, this 2018 Mountain Dew commercial song was recorded and released earlier this year by American rapper and songwriter Cardi B. The track also features Georgia hip hop trio Migos and peaked at number 21 on the Billboard Hot 100.Mountain Dew MTN DEW ICE x HOOPS #MTNDEWICE YouTube video release date: October 11, 2018."
129,,,Danger Twins,Obsessed,2018,Samsung Galaxy A7,https://www.tvadvertmusic.com/2018/10/video-galaxy-a7-song/,"Samsung has just brought out this new advertisement video to promote their Galaxy A7 phone, with the TVC featuring the tagline ‘Your world widened with the revolutionary triple camera’. The smartphone also comes with an Ultra Wide angle 120-degree lens that can see as wide as the human eye.Music: Obsessed. Artists: Danger Twins.Download or preview at iTunes, Amazon.This Galaxy A7 ad tune is a track called Obsessed, which was released in April of this year by the US rock and roll group Danger Twins. This tune features on the groups’ current album Just Got Real and has previously appeared in a TV ad for the Mini Countryman car.Samsung A7 Official TVC YouTube video upload date: 11 October, 2018."
130,Amazon Echo Dot,,Faces,Ooh La La,2018,Amazon Echo Dot Commercial Song,https://www.tvadvertmusic.com/2018/10/echo-dot-commercial-song/,"The latest TV commercial for Amazon’s Echo Dot begins with a father playing his favorite song on a record player for his daughter.The second half of the ad then skips years ahead to when the daughter leaves for college, where she uses the all-new Echo Dot to play her dads playlist.Advert Music: Ooh La La. Artists: Faces.Preview or download on iTunes, Amazon.The 2018 to 2019 Amazon Echo Dot commercial song we hear being played is titled Ooh La La and was released in 1973. Featuring the lyrics “I wish that I knew what I know now, when I was younger”, this track was recorded by the Britsh rock band Faces who, amongst others, included singer Rod Stewart and guitarist Ronnie Wood.Amazon Echo YouTube ad video release date: 7 November, 2018."
131,,,BNGRS,Real Thing,2018,Google Pixel 3 – Real Thing,https://www.tvadvertmusic.com/2018/10/video-google-pixel-3/,"Google have just released this new ad to promote their Pixel 3 smartphone, introducing viewers to the devices camera that helps users take their best pictures, the group selfie cam that keeps everyone in frame, access to unlimited online photo storage, the built in Google Assistant, fingerprint security technology and fast wireless charging.Music: Real Thing. Artists: BNGRS.Preview or download at iTunes, Amazon.This Pixel 3 ad tune is a recently-released track called Real Thing that was recorded by techno artists BNGRS. The song includes the lyrics: “Whenever we’re together, got the world in my hand. Said the future’s looking bright, I got my feet in the sand.”Google UK Meet the Google Pixel 3 YouTube video release date: October 9, 2018."
132,HeadCount,,Raury,God’s Whisper,2018,HeadCount Commercial – The Future Is Voting,https://www.tvadvertmusic.com/2018/10/video-headcount-voting-song/,"HeadCount.org urge young Americans to register to vote in the 2018 Midterm Elections with this We Know What’s At Stake – The Future Is Voting commercial.Advert Music: God’s Whisper. Artist: Raury.Preview or download at iTunes, Amazon.This Head Count commercial song is a track called God’s Whisper that was released for download in 2015 by Atlanta singer-songwriter and rapper Raury. Featuring the lyrics “I am the savior. I hear God’s whisper calling my name”, this song is included on the artists album Indigo Child and the American Honey Original Motion Picture Soundtrack.HeadCount #TheFutureIsVoting – What’s At Stake YouTube video release date: September 26, 2018."
133,McDonald’s,,Stevie Wonder,Superstition,2018,McDonald’s Commercial Song – Trick. Treat. Win!,https://www.tvadvertmusic.com/2018/10/video-mcdonalds-win-song/,"McDonald’s latest commercial shows a guy walking down a sidewalk while going against all the traditional bad luck superstitions because, according to this ad, today’s his lucky day and nothing’s going to change that. The video promotes McDonald’s new Trick. Treat. Win! game, which offers customers 1 in 4 odds of winning instantly.Advert Music: Superstition. Artist: Stevie Wonder.Preview or download at iTunes, Amazon.This particular 2018 McDonald’s commercial song is the classic 1972 funk/soul track Superstition by legendary American singer-songwriter and musician Stevie Wonder.McDonald’s Trick. Treat. Win!: No Luck Needed YouTube commercial video release date: October 5, 2018."
134,Chrysler Pacifica Hybrid,,Chumbawamba,Tubthumping,2018,Chrysler Pacifica Hybrid Commercial Song – Tubthumping,https://www.tvadvertmusic.com/2018/10/video-chrysler-pacifica-song/,"Actress and comedian Kathryn Hahn stars in another Chrysler TV ad here, this time promoting the companies Pacifica Hybrid. Kathryn is seen driving the family minivan while having a ‘Half and half’ argument with her daughter. 135 miles later, her son asks how much longer the two of them are going to do that, at which point the ‘Half comedy sensation’ turns up the car stereo’.Advert Music: Tubthumping. Artists: Chumbawamba.Preview or download at iTunes, Amazon.Featuring the lyrics “I get knocked down, but I get up again. You are never gonna keep me down”, the Chrysler Pacifica Hybrid commercial song that plays at the end of this ad is Tubthumping. This track was released in 1997 by the British rock band Chumbawamba.Chrysler Half & Half Kathryn Hahn YouTube commercial video release date: October 4, 2018."
135,Nissan TITAN,,Imagine Dragons,Whatever It Takes,2019,Nissan TITAN Commercial – Whatever It Takes,https://www.tvadvertmusic.com/2018/10/video-nissan-titan-song/,"Nissan USA have just released a series of commercials to promote the 2019 version of their Titan pickup truck. The ad videos are titled Building Pride, At The Ready and Clear The Way, and each include the voiceover stating “America needs more Titans. You’ve got work to do. And we’ve got your truck.”Advert Music: Whatever It Takes. Artists: Imagine Dragons.Preview or download at iTunes, Amazon.This new Nissan TITAN commercial song, which features in all three variations of the ad, is a track called Whatever It Takes. The song was released last year by Las Vegas pop-rock band Imagine Dragons and now features on the groups third studio album, Evolve. The single reached number 12 on the US Billboard Hot 100.Nissan USA YouTube ad spot video release date: October 2, 2018."
136,Call of Duty: Black Ops 4,,Post Malone (feat. 21 Savage),rockstar,2018,Call of Duty: Black Ops 4 Commercial Song – Rockstar,https://www.tvadvertmusic.com/2018/10/video-black-ops-4-song/,"Activision promotes the upcoming release of Call of Duty: Black Ops 4 with this user-created Feelin’ Like A Rockstar trailer. The video shows CoD gameplay where characters heads have been replaced by Post Malone’s. The American rapper and singer is seen jumping out of a helicopter, laying in the sand, standing in a laundry room and diving underwater.Advert Music: rockstar. Artists: Post Malone (feat. 21 Savage).Preview or download at iTunes, Amazon.The music playing at the end of this Black Ops 4 trailer is the song rockstar, which was recorded last year by Post Malone, featuring fellow hip-hop artist 21 Savage. This track can also be found on the album beerbongs & bentleys.Call of Duty Make It. Tag It. #CODNATION YouTube video release date: September 30, 2018."
137,SONIC Footlong Philly Cheesesteaks,,,,2018,SONIC Footlong Philly Cheesesteaks Commercial,https://www.tvadvertmusic.com/2018/10/video-sonic-footlong-song/,"SONIC showcase their Footlong Philly Cheesesteaks with sizzling steak and onions in this new TV ad. Hot off the grill, they come with melty cheese and give customers the choice between classic or spicy jalapeño.This latest 2018 SONIC commercial song is a track called Girl Power by Delicate Beats, which is available to download via the royalty-free music library website Premium Beat. It is not available to purchase as a single via iTunes or Amazon.Sonic Drive-In Footlong Philly Cheesesteaks YouTube commercial video release date: October 1, 2018."
138,iPhone XS,,Confidence Man,Catch My Breath,2018,iPhone XS Commercial – Growth Spurt,https://www.tvadvertmusic.com/2018/09/video-iphone-xs-song/,"This new Growth Spurt Apple commercial shows iPhone XS and XS Max owners taking photos of animals, food, buildings and other people, which leads to them all instantly increasing in size. Featuring a giant cat, cookie and dog, this ad video finishes with the tagline Everything You Love Just Got Bigger.Advert Music: Catch My Breath. Artists: Confidence Man.Preview or download at iTunes, Amazon.com, Amazon UK.This latest 2018 iPhone XS Max commercial song is a track titled Catch My Breath, which was released earlier this year by the Australian electro-pop band Confidence Man. This song also features on the Brisbane groups debut album Confident Music For Confident People.Apple iPhone XS – Growth Spurt YouTube video release date: September 28, 2018."
139,Bose and Alexa,,Emilie Mover,Walkin’ Through,2018,Bose and Alexa Commercial Song – Bus Ride,https://www.tvadvertmusic.com/2018/09/video-bose-alexa-song/,"This new commercial shows a woman taking a morning bus ride while wearing a set of Bose Quiet Comfort 35 Headphones II, which give her access to the Amazon Alexa voice assistant. Also taking advantage of the headphones noise cancellation capabilities and claimed premium sound, the lady uses them to inquire about sloth facts and add bananas to her shopping list. During this time, her fellow passengers miss all the action going on outside as they instead stare at their smartphone screens.Advert Music: Walkin’ Through. Artist: Emilie Mover.Preview or download at iTunes, Amazon.This Alexa and Bose commercial song includes the lyrics “There is neither day nor dark” and is titled Walkin’ Through. This track was released for download earlier this year by Canadian folk and jazz singer-songwriter Emilie Mover, and is included on her latest album Night Owl.Amazon Echo Don’t Miss a Thing: Bus Ride YouTube advert video release date: September 24, 2018."
140,Uber,,Jungle,Smile,2018,Uber Commercial Song – Smile,https://www.tvadvertmusic.com/2018/09/video-uber-song/,"Uber have just released a series of short commercials that tell viewers “Opportunity is everywhere” and “You can show someone a world that’s bigger than the one they know.” The ad video then finishes with the slogan Doors Are Always Opening. Let’s hope that’s not meant literally when it comes to their drivers cars.Music: Smile. Artists: Jungle.Preview or download at iTunes, Amazon.This latest 2018 Uber commercial song, which is the same for all variations of the ad, is a track titled Smile. The song was recently released for download by the British modern soul musical collective, Jungle.Uber To the Stars YouTube commercial video release date: September 24, 2018."
141,,,Beatchild & The Slakadeliqs (feat. Justin Nozuka),The Only Difference,2018,McDonald’s – More In Common,https://www.tvadvertmusic.com/2018/09/video-mcdonalds-song/,"This new McDonald’s TV ad tells us that no matter how different we may appear, we have more in common than we think. The video shows a trucker, a mother and her kids, and a group of youngsters living very different lives, but all dipping their fries in their drink while enjoying a McDonald’s meal.Music: The Only Difference. Artists: Beatchild & The Slakadeliqs (feat. Justin Nozuka).Preview or download at iTunes, Amazon.This latest 2018 McDonald’s commercial song is called The Only Difference and was recorded by Canadian music producer and multi-instrumentalist Beatchild, Canadian soul and rhythm & blues band The Slakadeliqs, and features Canadian-American singer-songwriter Justin Nozuka. The track was first released for download in November of last year.McDonald’s More In Common Than We Think YouTube commercial video release date: September 28, 2018."
142,,,Seinabo Sey,Breathe,2018,Volvo V60 Cross Country,https://www.tvadvertmusic.com/2018/09/video-volvo-v60-song/,"Volvo have just launched this extended ad film for their V60 Cross Country, which shows a couple driving the estate car through many challenging weather conditions and across a variety of terrains.Music: Breathe. Artist: Seinabo Sey.Preview or download at iTunes, Amazon.This 2018 Volvo V60 Cross Country commercial song is a track called Breathe that was released earlier this year by Swedish pop and soul singer Seinabo Sey. The Stockholm-born artist, who also has Gambian ancestry, included this song on her latest album I’m A Dream. As you hear in the ad, Breathe includes the lyrics “I’ve become scared of me” and “I love it here”.Volvo Cars Introducing The New V60 YouTube advert video release date: September 25, 2018."
143,eBay,,Bleu,Love You So,2018,eBay Commercial Song – Why Do I Love You So?,https://www.tvadvertmusic.com/2018/09/video-ebay-commercial-song/,"This new Fill Your Cart With Color TV ad tells us that “If it’s happening in your world, it’s happening on eBay”, then shows examples of some of the many items available to purchase for all kinds of hobbies and passions.Music: Love You So. Artist: Bleu.Preview or download at iTunes, Amazon.Featuring the lyrics “Why do I love you so? That’s all I need to know. So don’t be asking”, this 2018 eBay commercial song was just released for download earlier this month by the American singer-songwriter, musician and producer Bleu.It’s Happening on ebay YouTube advert video release date: September 21, 2018."
144,iPhone XS Max,,,Nothing Burns Like the Cold,2018,iPhone XS Max Commercial Song – Welcome To The Big Screens,https://www.tvadvertmusic.com/2018/09/iphone-xs-max-commercial-song/,"Shortly after bringing out their Everything To Know In :54 video which showcased the new iPhone XS and iPhone XS Max’s key features, Apple have just released the golden devices official Welcome To The Big Screens, Illusion YouTube and TV commercial. The ad doesn’t tell viewers about any of the phone’s specifications or tech features, but does give us a visual comparison of the XS and XS Max’s relative screen sizes.Music: Nothing Burns Like the Cold. Singer/Rapper: Snoh Aalegra featuring Vince Staples.Preview or download at iTunes, Amazon.Apple’s choice for the iPhone XS advert music is the song Nothing Burns Like the Cold by the Swedish-born, Los Angeles-based singer Snoh Aalegra and featuring US hip-hop artist Vince Staples.Apple iPhone XS Max Illusion YouTube video release date: September 15, 2018."
145,Toyota Corolla Hatchback,,Emilie Mover,The Wanderer,2019,Toyota Corolla Hatchback Commercial – Wanderer,https://www.tvadvertmusic.com/2018/09/video-toyota-corolla-song/,"Toyota promotes their new 2019 Corolla Hatchback in this new Roots – Let’s Go Places TV ad spot.Music: The Wanderer. Artist: Emilie Mover.Preview or download at iTunes, Amazon.This 2018 Toyota Corolla commercial song is a cover of The Wanderer, which was originally recorded by American singer-songwriter Dion DiMucci. The version playing in this ad is performed by Canadian folk and indie pop music artist Emilie Mover.Toyota USA Roots #LetsGoPlaces YouTube commercial video release date: September 17, 2018."
146,WWE 2K19,,Imagine Dragons,Natural,2018,WWE 2K19 Commercial Song – ‘Phenomenal One’ Trailer,https://www.tvadvertmusic.com/2018/09/video-wwe-2k19-trailer/,"This Phenomenal One trailer promotes the new WWE 2K19 video game, which is scheduled to be released on October 5 for PlayStation 4, Xbox One and PC.Music: Natural. Artists: Imagine Dragons.Preview or download at iTunes, Amazon.This WWE 2K19 commercial song is the 2018 single Natural by electropop/alternative rock band Imagine Dragons and provided the Las Vegas group with a number 1 on the Billboard US Hot Rock Songs countdown.WWE 2K The Phenomenal One YouTube trailer video release date: September 13, 2018."
147,Levi’s,,Aretha Franklin,Think,2018,Levi’s Commercial – Use Your Vote,https://www.tvadvertmusic.com/2018/09/video-levis-song-freedom/,"With Midterm Elections on the horizon, denim clothing brand Levi’s have just brought out this new ad campaign video, which shows men and women around America heading out to polling stations to cast their vote in political elections.Music: Think. Artist: Aretha Franklin.Preview or download at iTunes, Amazon.This 2018 Levi’s commercial song is the 1968 single Think by American singer and The Queen of Soul, Aretha Franklin. The track includes the lyrics “You better think (think). Think about what you’re trying to do to me. . . Oh, freedom” and peaked at number 7 on the US Billboard Hot 100.Levi’s® Use Your Vote YouTube advert video release date: September 23, 2018."
148,Macy’s Fall,,No Doubt,Just A Girl,2018,Macy’s Fall Commercial – Just A Girl,https://www.tvadvertmusic.com/2018/09/macys-song/,"Macy’s promote their Fall fashion collection in this new Find The Remarkable You TV ad. The film shows real remarkable women getting ready for the day ahead, whether they’re an orchestra conductor, aerospace engineer, NBA assistant coach, civil engineer, public defender or teacher.Music: Just A Girl. Artists: No Doubt.Preview or download at iTunes, Amazon.This latest Macy’s commercial song is the 1995 track Just A Girl by American alternative rock band No Doubt. Released as the first single from the group’s third studio album Tragic Kingdom and with lead singer Gwen Stefani on vocals, Just A Girl made it to number 23 on the US Billboard Hot 100.Macy’s Remarkable You Fall Fashion Film YouTube video release date: September 9, 2018. The video stars Tiffiny Blacknell, Mishaal Ashemimry, Joann Falletta Patricia Valoy, Vanessa Beckman and Becky Hammon."
149,Volvo XC40,,Miss Li,Aqualung,2018,Volvo XC40 Commercial Song – City Living Made Simple,https://www.tvadvertmusic.com/2018/09/video-volvo-commercial-song/,"Volvo have recently released this new and extended version of an ad which first came out last year. The commercial now promotes the Volvo XC40, with the video showing a white example of the compact SUV being driven around a city and by a beach.Advert Music: Aqualung. Artist: Miss Li.Preview or download at iTunes, Amazon.Providing vocals that sound a lot to us like Sia’s, this 2018 Volvo XC40 commercial song was actually recorded by Swedish singer-songwriter Miss Li, whose real name is Linda Karlsson. Released early last year, the track is titled Aqualung and includes the lyrics “Gonna swim for my life”.Volvo Cars City Living Made Simple YouTube video release date: September 10, 2018."
150,Pepsi NFL Theme Song,,,,2018,Pepsi NFL Theme Song Commercial,https://www.tvadvertmusic.com/2018/09/video-pepsi-nfl-theme-song/,"Football fans and players around America sing and hum the NFL Theme Song in this new 2018 ‘We Live For This’ Pepsi TV commercial. The video shows men and women getting ready for the next big game, regardless of whether they’re driving, taking an ice bath, getting a tattoo or haircut, sat in front of the television or inside the stadium.Pepsi NFL Theme Song ad spot YouTube video release date: September 10, 2018."
151,Givenchy L’Interdit Fragrance,,Trentemøller (feat. Sune Rose Wagner),Deceive,2013,Givenchy L’Interdit Fragrance Commercial Song – Starring Actress Rooney Mara,https://www.tvadvertmusic.com/2018/09/video-givenchy-linterdit-actress-song/,"American actress Rooney Mara stars in this TV ad for new fragrance Givenchy L’Interdit. The A Nightmare on Elm Street, The Social Network and Mary Magdalene star is seen walking through city streets at night while wearing a black dress, before the 33-year-old ventures down the subway to a secretive underground party. Well, you can hardly film a fragrance ad these days that doesn’t feature a mysterious late-night party.Advert Music: Deceive. Artists: Trentemøller (feat. Sune Rose Wagner).Preview or download at iTunes, Amazon.This Givenchy L’Interdit commercial song is a track that was released in 2013 titled Deceive. This single was recorded by the Danish indie/electronic musician and producer Trentemøller and features guitarist/singer Sune Rose Wagner.GIVENCHY Fragrance Campaign YouTube video release date: September 25, 2018."
152,Subway,,,,2018,Subway Commercial Song – Make It What You Want,https://www.tvadvertmusic.com/2018/09/video-subway-commercial-song/,"Subway encourage viewers to give McDonald’s a miss and ‘Take a break from the burger’ in their latest Make It What You Want 2018 TV commercial.This ad spot features two different pieces of music, the first of which is Nothing New (Same Old Thing) by legendary American pianist and singer-songwriter Fats Domino, which includes the lyrics “You build me up, then you let me down. . . Nothing new, you’re the same old thing”. You can download this track in full from Amazon and iTunes.The second song used in this Subway commercial features the lyrics “You can do it, you can say anything you want. But everything that you do, make it what you want”. We have however not been able to identify the name of this song or who’s singing it, meaning this was possibly recorded just for the ad campaign.SUBWAY Restaurants mmmmmmMeh…still stuck in a burger routine? YouTube video release date: September 8, 2018."
153,,,Zhu,Chasing Marrakech,2017,iPhone XS – Apple,https://www.tvadvertmusic.com/2018/09/iphone-xs-apple/,"Get the iPhone XS commercial song info for Apple’s new Everything To Know In :54 YouTube video.Also promoting the larger iPhone XS Max, this film gives us a summary of the devices key features such as their relative sizes, the durable all-glass design and its gold colour, along with technology like quick Face ID, dual cameras with depth control, the powerful A12 Bionic chip, faster wireless charging, gigabit-class LTE and wider stereo sound.Music: Chasing Marrakech. Artist: Zhu.Preview or download at iTunes, Amazon.This particular piece of iPhone XS advert music is a song called Chasing Marrakech that was recorded by the electronic and house musician Steven Zhu, who’s better known simply as Zhu. The song was released for download by the American artist in 2017 and can be found on his interestingly-titled 2017 EP stardustexhalemarrakechdreams. Yes, that is supposed to be all one word.Apple Everything To Know In :54 YouTube video release date: September 14, 2018."
